"","gutenberg_id","text","linenumber"
"129",141,"but what could she do? Was there any chance of his being hereafter",129
"130",141,"useful to Sir Thomas in the concerns of his West Indian property? No",130
"131",141,"situation would be beneath him; or what did Sir Thomas think of",131
"132",141,"Woolwich? or how could a boy be sent out to the East?",132
"133",141,"",133
"134",141,"The letter was not unproductive. It re-established peace and kindness.",134
"135",141,"Sir Thomas sent friendly advice and professions, Lady Bertram",135
"136",141,"dispatched money and baby-linen, and Mrs. Norris wrote the letters.",136
"137",141,"",137
"138",141,"Such were its immediate effects, and within a twelvemonth a more",138
"139",141,"important advantage to Mrs. Price resulted from it. Mrs. Norris was",139
"140",141,"often observing to the others that she could not get her poor sister",140
"141",141,"and her family out of her head, and that, much as they had all done for",141
"142",141,"her, she seemed to be wanting to do more; and at length she could not",142
"143",141,"but own it to be her wish that poor Mrs. Price should be relieved from",143
"144",141,"the charge and expense of one child entirely out of her great number.",144
"145",141,"“What if they were among them to undertake the care of her eldest",145
"146",141,"daughter, a girl now nine years old, of an age to require more",146
"147",141,"attention than her poor mother could possibly give? The trouble and",147
"148",141,"expense of it to them would be nothing, compared with the benevolence",148
"149",141,"of the action.” Lady Bertram agreed with her instantly. “I think we",149
"150",141,"cannot do better,” said she; “let us send for the child.”",150
"151",141,"",151
"152",141,"Sir Thomas could not give so instantaneous and unqualified a consent.",152
"153",141,"He debated and hesitated;—it was a serious charge;—a girl so brought up",153
"154",141,"must be adequately provided for, or there would be cruelty instead of",154
"155",141,"kindness in taking her from her family. He thought of his own four",155
"156",141,"children, of his two sons, of cousins in love, etc.;—but no sooner had",156
"157",141,"he deliberately begun to state his objections, than Mrs. Norris",157
"158",141,"interrupted him with a reply to them all, whether stated or not.",158
"159",141,"",159
"160",141,"“My dear Sir Thomas, I perfectly comprehend you, and do justice to the",160
"161",141,"generosity and delicacy of your notions, which indeed are quite of a",161
"162",141,"piece with your general conduct; and I entirely agree with you in the",162
"163",141,"main as to the propriety of doing everything one could by way of",163
"164",141,"providing for a child one had in a manner taken into one’s own hands;",164
"165",141,"and I am sure I should be the last person in the world to withhold my",165
"166",141,"mite upon such an occasion. Having no children of my own, who should I",166
"167",141,"look to in any little matter I may ever have to bestow, but the",167
"168",141,"children of my sisters?—and I am sure Mr. Norris is too just—but you",168
"169",141,"know I am a woman of few words and professions. Do not let us be",169
"170",141,"frightened from a good deed by a trifle. Give a girl an education, and",170
"171",141,"introduce her properly into the world, and ten to one but she has the",171
"172",141,"means of settling well, without farther expense to anybody. A niece of",172
"173",141,"ours, Sir Thomas, I may say, or at least of _yours_, would not grow up",173
"174",141,"in this neighbourhood without many advantages. I don’t say she would be",174
"175",141,"so handsome as her cousins. I dare say she would not; but she would be",175
"176",141,"introduced into the society of this country under such very favourable",176
"177",141,"circumstances as, in all human probability, would get her a creditable",177
"178",141,"establishment. You are thinking of your sons—but do not you know that,",178
"179",141,"of all things upon earth, _that_ is the least likely to happen, brought",179
"180",141,"up as they would be, always together like brothers and sisters? It is",180
"181",141,"morally impossible. I never knew an instance of it. It is, in fact, the",181
"182",141,"only sure way of providing against the connexion. Suppose her a pretty",182
"183",141,"girl, and seen by Tom or Edmund for the first time seven years hence,",183
"184",141,"and I dare say there would be mischief. The very idea of her having",184
"185",141,"been suffered to grow up at a distance from us all in poverty and",185
"186",141,"neglect, would be enough to make either of the dear, sweet-tempered",186
"187",141,"boys in love with her. But breed her up with them from this time, and",187
"188",141,"suppose her even to have the beauty of an angel, and she will never be",188
"189",141,"more to either than a sister.”",189
"190",141,"",190
"191",141,"“There is a great deal of truth in what you say,” replied Sir Thomas,",191
"192",141,"“and far be it from me to throw any fanciful impediment in the way of a",192
"193",141,"plan which would be so consistent with the relative situations of each.",193
"194",141,"I only meant to observe that it ought not to be lightly engaged in, and",194
"195",141,"that to make it really serviceable to Mrs. Price, and creditable to",195
"196",141,"ourselves, we must secure to the child, or consider ourselves engaged",196
"197",141,"to secure to her hereafter, as circumstances may arise, the provision",197
"198",141,"of a gentlewoman, if no such establishment should offer as you are so",198
"199",141,"sanguine in expecting.”",199
"200",141,"",200
"201",141,"“I thoroughly understand you,” cried Mrs. Norris, “you are everything",201
"202",141,"that is generous and considerate, and I am sure we shall never disagree",202
"203",141,"on this point. Whatever I can do, as you well know, I am always ready",203
"204",141,"enough to do for the good of those I love; and, though I could never",204
"205",141,"feel for this little girl the hundredth part of the regard I bear your",205
"206",141,"own dear children, nor consider her, in any respect, so much my own, I",206
"207",141,"should hate myself if I were capable of neglecting her. Is not she a",207
"208",141,"sister’s child? and could I bear to see her want while I had a bit of",208
"209",141,"bread to give her? My dear Sir Thomas, with all my faults I have a warm",209
"210",141,"heart; and, poor as I am, would rather deny myself the necessaries of",210
"211",141,"life than do an ungenerous thing. So, if you are not against it, I will",211
"212",141,"write to my poor sister tomorrow, and make the proposal; and, as soon",212
"213",141,"as matters are settled, _I_ will engage to get the child to Mansfield;",213
"214",141,"_you_ shall have no trouble about it. My own trouble, you know, I never",214
"215",141,"regard. I will send Nanny to London on purpose, and she may have a bed",215
"216",141,"at her cousin the saddler’s, and the child be appointed to meet her",216
"217",141,"there. They may easily get her from Portsmouth to town by the coach,",217
"218",141,"under the care of any creditable person that may chance to be going. I",218
"219",141,"dare say there is always some reputable tradesman’s wife or other going",219
"220",141,"up.”",220
"221",141,"",221
"222",141,"Except to the attack on Nanny’s cousin, Sir Thomas no longer made any",222
"223",141,"objection, and a more respectable, though less economical rendezvous",223
"224",141,"being accordingly substituted, everything was considered as settled,",224
"225",141,"and the pleasures of so benevolent a scheme were already enjoyed. The",225
"226",141,"division of gratifying sensations ought not, in strict justice, to have",226
"227",141,"been equal; for Sir Thomas was fully resolved to be the real and",227
"228",141,"consistent patron of the selected child, and Mrs. Norris had not the",228
"229",141,"least intention of being at any expense whatever in her maintenance. As",229
"230",141,"far as walking, talking, and contriving reached, she was thoroughly",230
"231",141,"benevolent, and nobody knew better how to dictate liberality to others;",231
"232",141,"but her love of money was equal to her love of directing, and she knew",232
"233",141,"quite as well how to save her own as to spend that of her friends.",233
"234",141,"Having married on a narrower income than she had been used to look",234
"235",141,"forward to, she had, from the first, fancied a very strict line of",235
"236",141,"economy necessary; and what was begun as a matter of prudence, soon",236
"237",141,"grew into a matter of choice, as an object of that needful solicitude",237
"238",141,"which there were no children to supply. Had there been a family to",238
"239",141,"provide for, Mrs. Norris might never have saved her money; but having",239
"240",141,"no care of that kind, there was nothing to impede her frugality, or",240
"241",141,"lessen the comfort of making a yearly addition to an income which they",241
"242",141,"had never lived up to. Under this infatuating principle, counteracted",242
"243",141,"by no real affection for her sister, it was impossible for her to aim",243
"244",141,"at more than the credit of projecting and arranging so expensive a",244
"245",141,"charity; though perhaps she might so little know herself as to walk",245
"246",141,"home to the Parsonage, after this conversation, in the happy belief of",246
"247",141,"being the most liberal-minded sister and aunt in the world.",247
"248",141,"",248
"249",141,"When the subject was brought forward again, her views were more fully",249
"250",141,"explained; and, in reply to Lady Bertram’s calm inquiry of “Where shall",250
"251",141,"the child come to first, sister, to you or to us?” Sir Thomas heard",251
"252",141,"with some surprise that it would be totally out of Mrs. Norris’s power",252
"253",141,"to take any share in the personal charge of her. He had been",253
"254",141,"considering her as a particularly welcome addition at the Parsonage, as",254
"255",141,"a desirable companion to an aunt who had no children of her own; but he",255
"256",141,"found himself wholly mistaken. Mrs. Norris was sorry to say that the",256
"257",141,"little girl’s staying with them, at least as things then were, was",257
"258",141,"quite out of the question. Poor Mr. Norris’s indifferent state of",258
"259",141,"health made it an impossibility: he could no more bear the noise of a",259
"260",141,"child than he could fly; if, indeed, he should ever get well of his",260
"261",141,"gouty complaints, it would be a different matter: she should then be",261
"262",141,"glad to take her turn, and think nothing of the inconvenience; but just",262
"263",141,"now, poor Mr. Norris took up every moment of her time, and the very",263
"264",141,"mention of such a thing she was sure would distract him.",264
"265",141,"",265
"266",141,"“Then she had better come to us,” said Lady Bertram, with the utmost",266
"267",141,"composure. After a short pause Sir Thomas added with dignity, “Yes, let",267
"268",141,"her home be in this house. We will endeavour to do our duty by her, and",268
"269",141,"she will, at least, have the advantage of companions of her own age,",269
"270",141,"and of a regular instructress.”",270
"271",141,"",271
"272",141,"“Very true,” cried Mrs. Norris, “which are both very important",272
"273",141,"considerations; and it will be just the same to Miss Lee whether she",273
"274",141,"has three girls to teach, or only two—there can be no difference. I",274
"275",141,"only wish I could be more useful; but you see I do all in my power. I",275
"276",141,"am not one of those that spare their own trouble; and Nanny shall fetch",276
"277",141,"her, however it may put me to inconvenience to have my chief counsellor",277
"278",141,"away for three days. I suppose, sister, you will put the child in the",278
"279",141,"little white attic, near the old nurseries. It will be much the best",279
"280",141,"place for her, so near Miss Lee, and not far from the girls, and close",280
"281",141,"by the housemaids, who could either of them help to dress her, you",281
"282",141,"know, and take care of her clothes, for I suppose you would not think",282
"283",141,"it fair to expect Ellis to wait on her as well as the others. Indeed, I",283
"284",141,"do not see that you could possibly place her anywhere else.”",284
"285",141,"",285
"286",141,"Lady Bertram made no opposition.",286
"287",141,"",287
"288",141,"“I hope she will prove a well-disposed girl,” continued Mrs. Norris,",288
"289",141,"“and be sensible of her uncommon good fortune in having such friends.”",289
"290",141,"",290
"291",141,"“Should her disposition be really bad,” said Sir Thomas, “we must not,",291
"292",141,"for our own children’s sake, continue her in the family; but there is",292
"293",141,"no reason to expect so great an evil. We shall probably see much to",293
"294",141,"wish altered in her, and must prepare ourselves for gross ignorance,",294
"295",141,"some meanness of opinions, and very distressing vulgarity of manner;",295
"296",141,"but these are not incurable faults; nor, I trust, can they be dangerous",296
"297",141,"for her associates. Had my daughters been _younger_ than herself, I",297
"298",141,"should have considered the introduction of such a companion as a matter",298
"299",141,"of very serious moment; but, as it is, I hope there can be nothing to",299
"300",141,"fear for _them_, and everything to hope for _her_, from the",300
"301",141,"association.”",301
"302",141,"",302
"303",141,"“That is exactly what I think,” cried Mrs. Norris, “and what I was",303
"304",141,"saying to my husband this morning. It will be an education for the",304
"305",141,"child, said I, only being with her cousins; if Miss Lee taught her",305
"306",141,"nothing, she would learn to be good and clever from _them_.”",306
"307",141,"",307
"308",141,"“I hope she will not tease my poor pug,” said Lady Bertram; “I have but",308
"309",141,"just got Julia to leave it alone.”",309
"310",141,"",310
"311",141,"“There will be some difficulty in our way, Mrs. Norris,” observed Sir",311
"312",141,"Thomas, “as to the distinction proper to be made between the girls as",312
"313",141,"they grow up: how to preserve in the minds of my _daughters_ the",313
"314",141,"consciousness of what they are, without making them think too lowly of",314
"315",141,"their cousin; and how, without depressing her spirits too far, to make",315
"316",141,"her remember that she is not a _Miss Bertram_. I should wish to see",316
"317",141,"them very good friends, and would, on no account, authorise in my girls",317
"318",141,"the smallest degree of arrogance towards their relation; but still they",318
"319",141,"cannot be equals. Their rank, fortune, rights, and expectations will",319
"320",141,"always be different. It is a point of great delicacy, and you must",320
"321",141,"assist us in our endeavours to choose exactly the right line of",321
"322",141,"conduct.”",322
"323",141,"",323
"324",141,"Mrs. Norris was quite at his service; and though she perfectly agreed",324
"325",141,"with him as to its being a most difficult thing, encouraged him to hope",325
"326",141,"that between them it would be easily managed.",326
"327",141,"",327
"328",141,"It will be readily believed that Mrs. Norris did not write to her",328
"329",141,"sister in vain. Mrs. Price seemed rather surprised that a girl should",329
"330",141,"be fixed on, when she had so many fine boys, but accepted the offer",330
"331",141,"most thankfully, assuring them of her daughter’s being a very",331
"332",141,"well-disposed, good-humoured girl, and trusting they would never have",332
"333",141,"cause to throw her off. She spoke of her farther as somewhat delicate",333
"334",141,"and puny, but was sanguine in the hope of her being materially better",334
"335",141,"for change of air. Poor woman! she probably thought change of air might",335
"336",141,"agree with many of her children.",336
"337",141,"",337
"338",141,"",338
"339",141,"",339
"340",141,"",340
"341",141,"CHAPTER II",341
"342",141,"",342
"343",141,"",343
"344",141,"The little girl performed her long journey in safety; and at",344
"345",141,"Northampton was met by Mrs. Norris, who thus regaled in the credit of",345
"346",141,"being foremost to welcome her, and in the importance of leading her in",346
"347",141,"to the others, and recommending her to their kindness.",347
"348",141,"",348
"349",141,"Fanny Price was at this time just ten years old, and though there might",349
"350",141,"not be much in her first appearance to captivate, there was, at least,",350
"351",141,"nothing to disgust her relations. She was small of her age, with no",351
"352",141,"glow of complexion, nor any other striking beauty; exceedingly timid",352
"353",141,"and shy, and shrinking from notice; but her air, though awkward, was",353
"354",141,"not vulgar, her voice was sweet, and when she spoke her countenance was",354
"355",141,"pretty. Sir Thomas and Lady Bertram received her very kindly; and Sir",355
"356",141,"Thomas, seeing how much she needed encouragement, tried to be all that",356
"357",141,"was conciliating: but he had to work against a most untoward gravity of",357
"358",141,"deportment; and Lady Bertram, without taking half so much trouble, or",358
"359",141,"speaking one word where he spoke ten, by the mere aid of a",359
"360",141,"good-humoured smile, became immediately the less awful character of the",360
"361",141,"two.",361
"362",141,"",362
"363",141,"The young people were all at home, and sustained their share in the",363
"364",141,"introduction very well, with much good humour, and no embarrassment, at",364
"365",141,"least on the part of the sons, who, at seventeen and sixteen, and tall",365
"366",141,"of their age, had all the grandeur of men in the eyes of their little",366
"367",141,"cousin. The two girls were more at a loss from being younger and in",367
"368",141,"greater awe of their father, who addressed them on the occasion with",368
"369",141,"rather an injudicious particularity. But they were too much used to",369
"370",141,"company and praise to have anything like natural shyness; and their",370
"371",141,"confidence increasing from their cousin’s total want of it, they were",371
"372",141,"soon able to take a full survey of her face and her frock in easy",372
"373",141,"indifference.",373
"374",141,"",374
"375",141,"They were a remarkably fine family, the sons very well-looking, the",375
"376",141,"daughters decidedly handsome, and all of them well-grown and forward of",376
"377",141,"their age, which produced as striking a difference between the cousins",377
"378",141,"in person, as education had given to their address; and no one would",378
"379",141,"have supposed the girls so nearly of an age as they really were. There",379
"380",141,"were in fact but two years between the youngest and Fanny. Julia",380
"381",141,"Bertram was only twelve, and Maria but a year older. The little visitor",381
"382",141,"meanwhile was as unhappy as possible. Afraid of everybody, ashamed of",382
"383",141,"herself, and longing for the home she had left, she knew not how to",383
"384",141,"look up, and could scarcely speak to be heard, or without crying. Mrs.",384
"385",141,"Norris had been talking to her the whole way from Northampton of her",385
"386",141,"wonderful good fortune, and the extraordinary degree of gratitude and",386
"387",141,"good behaviour which it ought to produce, and her consciousness of",387
"388",141,"misery was therefore increased by the idea of its being a wicked thing",388
"389",141,"for her not to be happy. The fatigue, too, of so long a journey, became",389
"390",141,"soon no trifling evil. In vain were the well-meant condescensions of",390
"391",141,"Sir Thomas, and all the officious prognostications of Mrs. Norris that",391
"392",141,"she would be a good girl; in vain did Lady Bertram smile and make her",392
"393",141,"sit on the sofa with herself and pug, and vain was even the sight of a",393
"394",141,"gooseberry tart towards giving her comfort; she could scarcely swallow",394
"395",141,"two mouthfuls before tears interrupted her, and sleep seeming to be her",395
"396",141,"likeliest friend, she was taken to finish her sorrows in bed.",396
"397",141,"",397
"398",141,"“This is not a very promising beginning,” said Mrs. Norris, when Fanny",398
"399",141,"had left the room. “After all that I said to her as we came along, I",399
"400",141,"thought she would have behaved better; I told her how much might depend",400
"401",141,"upon her acquitting herself well at first. I wish there may not be a",401
"402",141,"little sulkiness of temper—her poor mother had a good deal; but we must",402
"403",141,"make allowances for such a child—and I do not know that her being sorry",403
"404",141,"to leave her home is really against her, for, with all its faults, it",404
"405",141,"_was_ her home, and she cannot as yet understand how much she has",405
"406",141,"changed for the better; but then there is moderation in all things.”",406
"407",141,"",407
"408",141,"It required a longer time, however, than Mrs. Norris was inclined to",408
"409",141,"allow, to reconcile Fanny to the novelty of Mansfield Park, and the",409
"410",141,"separation from everybody she had been used to. Her feelings were very",410
"411",141,"acute, and too little understood to be properly attended to. Nobody",411
"412",141,"meant to be unkind, but nobody put themselves out of their way to",412
"413",141,"secure her comfort.",413
"414",141,"",414
"415",141,"The holiday allowed to the Miss Bertrams the next day, on purpose to",415
"416",141,"afford leisure for getting acquainted with, and entertaining their",416
"417",141,"young cousin, produced little union. They could not but hold her cheap",417
"418",141,"on finding that she had but two sashes, and had never learned French;",418
"419",141,"and when they perceived her to be little struck with the duet they were",419
"420",141,"so good as to play, they could do no more than make her a generous",420
"421",141,"present of some of their least valued toys, and leave her to herself,",421
"422",141,"while they adjourned to whatever might be the favourite holiday sport",422
"423",141,"of the moment, making artificial flowers or wasting gold paper.",423
"424",141,"",424
"425",141,"Fanny, whether near or from her cousins, whether in the schoolroom, the",425
"426",141,"drawing-room, or the shrubbery, was equally forlorn, finding something",426
"427",141,"to fear in every person and place. She was disheartened by Lady",427
"428",141,"Bertram’s silence, awed by Sir Thomas’s grave looks, and quite overcome",428
"429",141,"by Mrs. Norris’s admonitions. Her elder cousins mortified her by",429
"430",141,"reflections on her size, and abashed her by noticing her shyness: Miss",430
"431",141,"Lee wondered at her ignorance, and the maid-servants sneered at her",431
"432",141,"clothes; and when to these sorrows was added the idea of the brothers",432
"433",141,"and sisters among whom she had always been important as playfellow,",433
"434",141,"instructress, and nurse, the despondence that sunk her little heart was",434
"435",141,"severe.",435
"436",141,"",436
"437",141,"The grandeur of the house astonished, but could not console her. The",437
"438",141,"rooms were too large for her to move in with ease: whatever she touched",438
"439",141,"she expected to injure, and she crept about in constant terror of",439
"440",141,"something or other; often retreating towards her own chamber to cry;",440
"441",141,"and the little girl who was spoken of in the drawing-room when she left",441
"442",141,"it at night as seeming so desirably sensible of her peculiar good",442
"443",141,"fortune, ended every day’s sorrows by sobbing herself to sleep. A week",443
"444",141,"had passed in this way, and no suspicion of it conveyed by her quiet",444
"445",141,"passive manner, when she was found one morning by her cousin Edmund,",445
"446",141,"the youngest of the sons, sitting crying on the attic stairs.",446
"447",141,"",447
"448",141,"“My dear little cousin,” said he, with all the gentleness of an",448
"449",141,"excellent nature, “what can be the matter?” And sitting down by her, he",449
"450",141,"was at great pains to overcome her shame in being so surprised, and",450
"451",141,"persuade her to speak openly. Was she ill? or was anybody angry with",451
"452",141,"her? or had she quarrelled with Maria and Julia? or was she puzzled",452
"453",141,"about anything in her lesson that he could explain? Did she, in short,",453
"454",141,"want anything he could possibly get her, or do for her? For a long",454
"455",141,"while no answer could be obtained beyond a “no, no—not at all—no, thank",455
"456",141,"you”; but he still persevered; and no sooner had he begun to revert to",456
"457",141,"her own home, than her increased sobs explained to him where the",457
"458",141,"grievance lay. He tried to console her.",458
"459",141,"",459
"460",141,"“You are sorry to leave Mama, my dear little Fanny,” said he, “which",460
"461",141,"shows you to be a very good girl; but you must remember that you are",461
"462",141,"with relations and friends, who all love you, and wish to make you",462
"463",141,"happy. Let us walk out in the park, and you shall tell me all about",463
"464",141,"your brothers and sisters.”",464
"465",141,"",465
"466",141,"On pursuing the subject, he found that, dear as all these brothers and",466
"467",141,"sisters generally were, there was one among them who ran more in her",467
"468",141,"thoughts than the rest. It was William whom she talked of most, and",468
"469",141,"wanted most to see. William, the eldest, a year older than herself, her",469
"470",141,"constant companion and friend; her advocate with her mother (of whom he",470
"471",141,"was the darling) in every distress. “William did not like she should",471
"472",141,"come away; he had told her he should miss her very much indeed.” “But",472
"473",141,"William will write to you, I dare say.” “Yes, he had promised he would,",473
"474",141,"but he had told _her_ to write first.” “And when shall you do it?” She",474
"475",141,"hung her head and answered hesitatingly, “she did not know; she had not",475
"476",141,"any paper.”",476
"477",141,"",477
"478",141,"“If that be all your difficulty, I will furnish you with paper and",478
"479",141,"every other material, and you may write your letter whenever you",479
"480",141,"choose. Would it make you happy to write to William?”",480
"481",141,"",481
"482",141,"“Yes, very.”",482
"483",141,"",483
"484",141,"“Then let it be done now. Come with me into the breakfast-room, we",484
"485",141,"shall find everything there, and be sure of having the room to",485
"486",141,"ourselves.”",486
"487",141,"",487
"488",141,"“But, cousin, will it go to the post?”",488
"489",141,"",489
"490",141,"“Yes, depend upon me it shall: it shall go with the other letters; and,",490
"491",141,"as your uncle will frank it, it will cost William nothing.”",491
"492",141,"",492
"493",141,"“My uncle!” repeated Fanny, with a frightened look.",493
"494",141,"",494
"495",141,"“Yes, when you have written the letter, I will take it to my father to",495
"496",141,"frank.”",496
"497",141,"",497
"498",141,"Fanny thought it a bold measure, but offered no further resistance; and",498
"499",141,"they went together into the breakfast-room, where Edmund prepared her",499
"500",141,"paper, and ruled her lines with all the goodwill that her brother could",500
"501",141,"himself have felt, and probably with somewhat more exactness. He",501
"502",141,"continued with her the whole time of her writing, to assist her with",502
"503",141,"his penknife or his orthography, as either were wanted; and added to",503
"504",141,"these attentions, which she felt very much, a kindness to her brother",504
"505",141,"which delighted her beyond all the rest. He wrote with his own hand his",505
"506",141,"love to his cousin William, and sent him half a guinea under the seal.",506
"507",141,"Fanny’s feelings on the occasion were such as she believed herself",507
"508",141,"incapable of expressing; but her countenance and a few artless words",508
"509",141,"fully conveyed all their gratitude and delight, and her cousin began to",509
"510",141,"find her an interesting object. He talked to her more, and, from all",510
"511",141,"that she said, was convinced of her having an affectionate heart, and a",511
"512",141,"strong desire of doing right; and he could perceive her to be farther",512
"513",141,"entitled to attention by great sensibility of her situation, and great",513
"514",141,"timidity. He had never knowingly given her pain, but he now felt that",514
"515",141,"she required more positive kindness; and with that view endeavoured, in",515
"516",141,"the first place, to lessen her fears of them all, and gave her",516
"517",141,"especially a great deal of good advice as to playing with Maria and",517
"518",141,"Julia, and being as merry as possible.",518
"519",141,"",519
"520",141,"From this day Fanny grew more comfortable. She felt that she had a",520
"521",141,"friend, and the kindness of her cousin Edmund gave her better spirits",521
"522",141,"with everybody else. The place became less strange, and the people less",522
"523",141,"formidable; and if there were some amongst them whom she could not",523
"524",141,"cease to fear, she began at least to know their ways, and to catch the",524
"525",141,"best manner of conforming to them. The little rusticities and",525
